"CENSUS2K_Code","CENSUS2K_Occupation_Title","BLS_Code","BLS_Occupation_Title","OMBSOC_Code","OMBSOC_Occupation_Title","ONET_Code","ONET_Occupation_Title","CIP_Code","CIP_Occupation_Title","NSSBIC_Code","NSSBIC_Occupation_Title","DOECC_Code","DOECC_Occupation_Title"
220,"Postsecondary Teachers","25-1081","Education Teachers, Postsecondary","25-1081","Education Teachers, Postsecondary","25-1081.00","Education Teachers, Postsecondary","13.1317","Social Science Teacher Education",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1081","Education Teachers, Postsecondary","25-1081","Education Teachers, Postsecondary","25-1081.00","Education Teachers, Postsecondary","13.1318","Social Studies Teacher Education",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1081","Education Teachers, Postsecondary","25-1081","Education Teachers, Postsecondary","25-1081.00","Education Teachers, Postsecondary","13.1319","Technical Teacher Education",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1081","Education Teachers, Postsecondary","25-1081","Education Teachers, Postsecondary","25-1081.00","Education Teachers, Postsecondary","13.1320","Trade & Industrial Teacher Education",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1081","Education Teachers, Postsecondary","25-1081","Education Teachers, Postsecondary","25-1081.00","Education Teachers, Postsecondary","13.1321","Computer Teacher Education",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1081","Education Teachers, Postsecondary","25-1081","Education Teachers, Postsecondary","25-1081.00","Education Teachers, Postsecondary","13.1322","Biology Teacher Education",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1081","Education Teachers, Postsecondary","25-1081","Education Teachers, Postsecondary","25-1081.00","Education Teachers, Postsecondary","13.1323","Chemistry Teacher Education",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1081","Education Teachers, Postsecondary","25-1081","Education Teachers, Postsecondary","25-1081.00","Education Teachers, Postsecondary","13.1324","Drama & Dance Teacher Education",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1081","Education Teachers, Postsecondary","25-1081","Education Teachers, Postsecondary","25-1081.00","Education Teachers, Postsecondary","13.1325","French Language Teacher Education",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1081","Education Teachers, Postsecondary","25-1081","Education Teachers, Postsecondary","25-1081.00","Education Teachers, Postsecondary","13.1326","German Language Teacher Education",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1081","Education Teachers, Postsecondary","25-1081","Education Teachers, Postsecondary","25-1081.00","Education Teachers, Postsecondary","13.1327","Health Occupations Teacher Education",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1081","Education Teachers, Postsecondary","25-1081","Education Teachers, Postsecondary","25-1081.00","Education Teachers, Postsecondary","13.1328","History Teacher Education",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1081","Education Teachers, Postsecondary","25-1081","Education Teachers, Postsecondary","25-1081.00","Education Teachers, Postsecondary","13.1329","Physics Teacher Education",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1081","Education Teachers, Postsecondary","25-1081","Education Teachers, Postsecondary","25-1081.00","Education Teachers, Postsecondary","13.1330","Spanish Language Teacher Education",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1081","Education Teachers, Postsecondary","25-1081","Education Teachers, Postsecondary","25-1081.00","Education Teachers, Postsecondary","13.1331","Speech Teacher Education",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1081","Education Teachers, Postsecondary","25-1081","Education Teachers, Postsecondary","25-1081.00","Education Teachers, Postsecondary","13.1332","Geography Teacher Education  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1081","Education Teachers, Postsecondary","25-1081","Education Teachers, Postsecondary","25-1081.00","Education Teachers, Postsecondary","13.1399","Teacher Education & Professional Development, Specific Subject Areas, Other",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1082","Library Science Teachers, Postsecondary","25-1082","Library Science Teachers, Postsecondary","25-1082.00","Library Science Teachers, Postsecondary","13.1399","Teacher Education & Professional Development, Specific Subject Areas, Other",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1082","Library Science Teachers, Postsecondary","25-1082","Library Science Teachers, Postsecondary","25-1082.00","Library Science Teachers, Postsecondary","25.0101","Library Science/Librarianship",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1111","Criminal Justice & Law Enforcement Teachers, Postsecondary","25-1111","Criminal Justice & Law Enforcement Teachers, Postsecondary","25-1111.00","Criminal Justice & Law Enforcement Teachers, Postsecondary","13.1399","Teacher Education & Professional Development, Specific Subject Areas, Other",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1111","Criminal Justice & Law Enforcement Teachers, Postsecondary","25-1111","Criminal Justice & Law Enforcement Teachers, Postsecondary","25-1111.00","Criminal Justice & Law Enforcement Teachers, Postsecondary","43.0102","Corrections",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1111","Criminal Justice & Law Enforcement Teachers, Postsecondary","25-1111","Criminal Justice & Law Enforcement Teachers, Postsecondary","25-1111.00","Criminal Justice & Law Enforcement Teachers, Postsecondary","43.0103","Criminal Justice/Law Enforcement Administration",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1111","Criminal Justice & Law Enforcement Teachers, Postsecondary","25-1111","Criminal Justice & Law Enforcement Teachers, Postsecondary","25-1111.00","Criminal Justice & Law Enforcement Teachers, Postsecondary","43.0104","Criminal Justice/Safety Studies",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1111","Criminal Justice & Law Enforcement Teachers, Postsecondary","25-1111","Criminal Justice & Law Enforcement Teachers, Postsecondary","25-1111.00","Criminal Justice & Law Enforcement Teachers, Postsecondary","43.0106","Forensic Science & Technology",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1111","Criminal Justice & Law Enforcement Teachers, Postsecondary","25-1111","Criminal Justice & Law Enforcement Teachers, Postsecondary","25-1111.00","Criminal Justice & Law Enforcement Teachers, Postsecondary","43.0107","Criminal Justice/Police Science",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1111","Criminal Justice & Law Enforcement Teachers, Postsecondary","25-1111","Criminal Justice & Law Enforcement Teachers, Postsecondary","25-1111.00","Criminal Justice & Law Enforcement Teachers, Postsecondary","43.0109","Security & Loss Prevention Services",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1111","Criminal Justice & Law Enforcement Teachers, Postsecondary","25-1111","Criminal Justice & Law Enforcement Teachers, Postsecondary","25-1111.00","Criminal Justice & Law Enforcement Teachers, Postsecondary","43.0110","Juvenile Corrections  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1111","Criminal Justice & Law Enforcement Teachers, Postsecondary","25-1111","Criminal Justice & Law Enforcement Teachers, Postsecondary","25-1111.00","Criminal Justice & Law Enforcement Teachers, Postsecondary","43.0111","Criminalistics & Criminal Science   (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1111","Criminal Justice & Law Enforcement Teachers, Postsecondary","25-1111","Criminal Justice & Law Enforcement Teachers, Postsecondary","25-1111.00","Criminal Justice & Law Enforcement Teachers, Postsecondary","43.0113","Corrections Administration  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1111","Criminal Justice & Law Enforcement Teachers, Postsecondary","25-1111","Criminal Justice & Law Enforcement Teachers, Postsecondary","25-1111.00","Criminal Justice & Law Enforcement Teachers, Postsecondary","43.0199","Corrections & Criminal Justice, Other",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1112","Law Teachers, Postsecondary","25-1112","Law Teachers, Postsecondary","25-1112.00","Law Teachers, Postsecondary","22.0101","Law (LL.B., J.D.)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1113","Social Work Teachers, Postsecondary","25-1113","Social Work Teachers, Postsecondary","25-1113.00","Social Work Teachers, Postsecondary","13.1399","Teacher Education & Professional Development, Specific Subject Areas, Other",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1113","Social Work Teachers, Postsecondary","25-1113","Social Work Teachers, Postsecondary","25-1113.00","Social Work Teachers, Postsecondary","44.0701","Social Work",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1113","Social Work Teachers, Postsecondary","25-1113","Social Work Teachers, Postsecondary","25-1113.00","Social Work Teachers, Postsecondary","51.1503","Clinical/Medical Social Work",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0101","Visual & Performing Arts, General  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0201","Crafts/Craft Design, Folk Art & Artisanry",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0301","Dance, General",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0401","Design & Visual Communications, General",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0404","Industrial Design",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0406","Commercial Photography",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0407","Fashion/Apparel Design",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0408","Interior Design",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0409","Graphic Design  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0499","Design & Applied Arts, Other",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0501","Drama & Dramatics/Theatre Arts, General",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0502","Technical Theatre/Theatre Design & Technology",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0504","Playwriting & Screenwriting",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0505","Theatre Literature, History & Criticism   (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0507","Directing and Theatrical Production  (NEW)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0508","Theatre/Theatre Arts Management",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0599","Dramatic/Theatre Arts & Stagecraft, Other",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0601","Film/Cinema Studies",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0602","Cinematography & Film/Video Production",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0605","Photography",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0699","Film/Video & Photographic Arts, Other",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0701","Art/Art Studies, General",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0702","Fine/Studio Arts, General",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0703","Art History, Criticism & Conservation",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0704","Arts Management",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0706","Intermedia/Multimedia",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0708","Painting",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0709","Sculpture",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0710","Printmaking",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0711","Ceramic Arts & Ceramics",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0712","Fiber, Textile & Weaving Arts",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0713","Metal & Jewelry Arts",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0799","Fine Arts & Art Studies, Other",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0902","Music History, Literature, & Theory",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0903","Music Performance, General",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0904","Music Theory & Composition",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0905","Musicology & Ethnomusicology",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0906","Conducting",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0907","Piano & Organ",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0908","Voice & Opera",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0909","Music Management & Merchandising",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0910","Jazz/Jazz Studies  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0911","Violin, Viola, Guitar & Other Stringed Instruments  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0912","Music Pedagogy  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.0999","Music, Other",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121","Art, Drama, & Music Teachers, Postsecondary","25-1121.00","Art, Drama, & Music Teachers, Postsecondary","50.9999","Visual & Performing Arts, Other",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1122","Communications Teachers, Postsecondary","25-1122","Communications Teachers, Postsecondary","25-1122.00","Communications Teachers, Postsecondary","09.0101","Communications Studies/Speech Communication & Rhetoric",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1122","Communications Teachers, Postsecondary","25-1122","Communications Teachers, Postsecondary","25-1122.00","Communications Teachers, Postsecondary","09.0102","Mass Communications/Media Studies",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1122","Communications Teachers, Postsecondary","25-1122","Communications Teachers, Postsecondary","25-1122.00","Communications Teachers, Postsecondary","09.0401","Journalism",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1122","Communications Teachers, Postsecondary","25-1122","Communications Teachers, Postsecondary","25-1122.00","Communications Teachers, Postsecondary","09.0402","Broadcast Journalism",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1122","Communications Teachers, Postsecondary","25-1122","Communications Teachers, Postsecondary","25-1122.00","Communications Teachers, Postsecondary","09.0499","Journalism, Other",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1122","Communications Teachers, Postsecondary","25-1122","Communications Teachers, Postsecondary","25-1122.00","Communications Teachers, Postsecondary","09.0701","Radio & Television",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1122","Communications Teachers, Postsecondary","25-1122","Communications Teachers, Postsecondary","25-1122.00","Communications Teachers, Postsecondary","09.0702","Digital Communications & Media/Multimedia  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1122","Communications Teachers, Postsecondary","25-1122","Communications Teachers, Postsecondary","25-1122.00","Communications Teachers, Postsecondary","09.0902","Public Relations/Image Management",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1122","Communications Teachers, Postsecondary","25-1122","Communications Teachers, Postsecondary","25-1122.00","Communications Teachers, Postsecondary","09.0903","Advertising  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1122","Communications Teachers, Postsecondary","25-1122","Communications Teachers, Postsecondary","25-1122.00","Communications Teachers, Postsecondary","09.0904","Political Communications  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1122","Communications Teachers, Postsecondary","25-1122","Communications Teachers, Postsecondary","25-1122.00","Communications Teachers, Postsecondary","09.0905","Health Communications  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1122","Communications Teachers, Postsecondary","25-1122","Communications Teachers, Postsecondary","25-1122.00","Communications Teachers, Postsecondary","09.9999","Communications, Journalism, & Related Fields, Other",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1123","English Language & Literature Teachers, Postsecondary","25-1123","English Language & Literature Teachers, Postsecondary","25-1123.00","English Language & Literature Teachers, Postsecondary","16.0104","Comparative Literature",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1123","English Language & Literature Teachers, Postsecondary","25-1123","English Language & Literature Teachers, Postsecondary","25-1123.00","English Language & Literature Teachers, Postsecondary","23.0101","English Language & Literature, General",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1123","English Language & Literature Teachers, Postsecondary","25-1123","English Language & Literature Teachers, Postsecondary","25-1123.00","English Language & Literature Teachers, Postsecondary","23.0401","English Composition",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1123","English Language & Literature Teachers, Postsecondary","25-1123","English Language & Literature Teachers, Postsecondary","25-1123.00","English Language & Literature Teachers, Postsecondary","23.0501","Creative Writing",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1123","English Language & Literature Teachers, Postsecondary","25-1123","English Language & Literature Teachers, Postsecondary","25-1123.00","English Language & Literature Teachers, Postsecondary","23.0701","American Literature (United States)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1123","English Language & Literature Teachers, Postsecondary","25-1123","English Language & Literature Teachers, Postsecondary","25-1123.00","English Language & Literature Teachers, Postsecondary","23.0702","American Literature (Canadian)  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1123","English Language & Literature Teachers, Postsecondary","25-1123","English Language & Literature Teachers, Postsecondary","25-1123.00","English Language & Literature Teachers, Postsecondary","23.0801","English Literature (British & Commonwealth)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1123","English Language & Literature Teachers, Postsecondary","25-1123","English Language & Literature Teachers, Postsecondary","25-1123.00","English Language & Literature Teachers, Postsecondary","23.1101","Technical & Business Writing",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1123","English Language & Literature Teachers, Postsecondary","25-1123","English Language & Literature Teachers, Postsecondary","25-1123.00","English Language & Literature Teachers, Postsecondary","23.9999","English Language & Literature/Letters, Other",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","13.1333","Latin Teacher Education  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0101","Foreign Languages/Modern Languages, General",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0102","Linguistics",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0103","Language Interpretation & Translation",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0201","African Languages, Literatures, & Linguistics (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.03","East Asian Languages, Literatures, & Linguistics, General  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0301","Chinese Language & Literature",4,"Education & Training",5,"Education & Training"
